# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
テニスプレーヤー	2	1	テニス|プレーヤー	テニス|プレーヤー:1 テニスプレーヤー:1	train=2
ネイルサロン	2	1	ネイル|サロン	ネイル|サロン:1 ネイルサロン:1	train=2
ノーコメント	2	1	ノーコメント	ノーコメント:1 ノー|コメント:1	train=2
ノーベル物理学賞	2	1	ノーベル物理学賞	ノーベル物理学賞:1 ノーベル|物理学賞:1	train=2
パナマ運河	2	1	パナマ運河	パナマ運河:1 パナマ|運河:1	train=2
ヒジ先	2	1	ヒジ|先	ヒジ|先:1 ヒジ先:1	train=2
ビジネスメール	2	1	ビジネスメール	ビジネスメール:1 ビジネス|メール:1	train=2
ビデオ店	2	1	ビデオ|店	ビデオ|店:1 ビデオ店:1	train=2
ビニール袋	2	1	ビニール|袋	ビニール|袋:1 ビニール袋:1	train=2
ビール代	2	1	ビール|代	ビール|代:1 ビール代:1	train=2
ピアノリサイタル	2	1	ピアノリサイタル	ピアノリサイタル:1 ピアノ|リサイタル:1	train=2
ピッタリだ	2	1	ピッタリだ	ピッタリだ:1 ピッタリ|だ:1	train=2
ピンときた	2	1	ピン|と|きた	ピン|と|きた:1 ピンときた:1	train=2
フィンランド人	2	1	フィンランド人	フィンランド人:1 フィンランド|人:1	train=2
フィンランド語	2	1	フィンランド|語	フィンランド|語:1 フィンランド語:1	train=2
フル稼働	2	1	フル|稼働	フル|稼働:1 フル稼働:1	train=2
ブラジルポルトガル語	2	1	ブラジル|ポルトガル語	ブラジル|ポルトガル語:1 ブラジルポルトガル語:1	train=2
ブルーベリータルト	2	1	ブルーベリータルト	ブルーベリータルト:1 ブルーベリー|タルト:1	train=2
ヘボ軍隊	2	1	ヘボ|軍隊	ヘボ|軍隊:1 ヘボ軍隊:1	train=2
ベトナム戦争	2	1	ベトナム戦争	ベトナム戦争:1 ベトナム|戦争:1	train=2
ペルシャ猫	2	1	ペルシャ|猫	ペルシャ|猫:1 ペルシャ猫:1	train=2
ペンキ塗り	2	1	ペンキ塗り	ペンキ塗り:1 ペンキ|塗り:1	train=2
ページ数	2	1	ページ数	ページ数:1 ページ|数:1	train=2
ボム・ジャズス	2	1	ボム・ジャズス	ボム・ジャズス:1 ボム|・|ジャズス:1	train=2
ボール遊び	2	1	ボール遊び	ボール遊び:1 ボール|遊び:1	train=2
マックス・トゥーニー	2	1	マックス|・|トゥーニー	マックス|・|トゥーニー:1 マックス・トゥーニー:1	train=2
メキシコ人	2	1	メキシコ人	メキシコ人:1 メキシコ|人:1	train=2
ヤな	2	1	ヤな	ヤな:1 ヤ|な:1	train=1,val=1
リッチ・パーネル	2	1	リッチ|・|パーネル	リッチ|・|パーネル:1 リッチ・パーネル:1	train=2
レスキュー隊	2	1	レスキュー|隊	レスキュー|隊:1 レスキュー隊:1	train=2
ーリビー	2	1	ー|リビー	ー|リビー:1 ーリビー:1	train=2
一人ぼっちだった	2	1	一人ぼっち|だった	一人ぼっち|だった:1 一人ぼっちだった:1	train=2
一括払い	2	1	一括払い	一括払い:1 一括|払い:1	train=2
一般常識	2	1	一般常識	一般常識:1 一般|常識:1	train=2
一週間分	2	1	一週間|分	一週間|分:1 一週間分:1	train=2
三ヶ月前	2	1	三ヶ月前	三ヶ月前:1 三ヶ月|前:1	train=2
三個	2	1	三個	三個:1 三|個:1	train=2
上がってた	2	1	上がって|た	上がって|た:1 上がってた:1	train=2
上半身裸だった	2	1	上半身裸だった	上半身裸だった:1 上半身|裸だった:1	train=2
上天気	2	1	上天気	上天気:1 上|天気:1	train=2
上手さ	2	1	上手|さ	上手|さ:1 上手さ:1	train=2
上等の	2	1	上等|の	上等|の:1 上等の:1	train=2
不在中	2	1	不在中	不在中:1 不在|中:1	train=2
不思議でない	2	1	不思議でない	不思議でない:1 不思議で|ない:1	train=2
不自由ない	2	1	不自由|ない	不自由|ない:1 不自由ない:1	train=2
世慣れて	2	1	世|慣れて	世|慣れて:1 世慣れて:1	train=2
世界政府	2	1	世界政府	世界政府:1 世界|政府:1	train=2
主演女優	2	1	主演女優	主演女優:1 主演|女優:1	train=2
久しぶりです	2	1	久しぶり|です	久しぶり|です:1 久しぶりです:1	train=2
乗りな	2	1	乗りな	乗りな:1 乗り|な:1	train=2
乱射事件	2	1	乱射|事件	乱射|事件:1 乱射事件:1	train=2
事故原因	2	1	事故|原因	事故|原因:1 事故原因:1	train=2
事欠かない	2	1	事欠かない	事欠かない:1 事|欠かない:1	train=2
二メートル	2	1	二|メートル	二|メートル:1 二メートル:1	train=2
二奥様	2	1	二|奥様	二|奥様:1 二奥様:1	train=2
交換留学	2	1	交換|留学	交換|留学:1 交換留学:1	train=2
交換留学生	2	1	交換|留学生	交換|留学生:1 交換留学生:1	train=2
交渉事	2	1	交渉事	交渉事:1 交渉|事:1	train=2
人気歌手	2	1	人気|歌手	人気|歌手:1 人気歌手:1	train=2
今年末	2	1	今年末	今年末:1 今年|末:1	train=2
今時分	2	1	今時|分	今時|分:1 今時分:1	train=2
仕事上	2	1	仕事|上	仕事|上:1 仕事上:1	train=2
仕事中毒者	2	1	仕事中毒者	仕事中毒者:1 仕事|中毒者:1	train=2
仕事終わり	2	1	仕事終わり	仕事終わり:1 仕事|終わり:1	train=2
仕方なかった	2	1	仕方なかった	仕方なかった:1 仕方|なかった:1	train=2
付き人	2	1	付き人	付き人:1 付き|人:1	train=2
仲良くなりたい	2	1	仲良くなりたい	仲良くなりたい:1 仲良く|なりたい:1	train=2
住めると	2	1	住めると	住めると:1 住める|と:1	train=2
住宅事情	2	1	住宅|事情	住宅|事情:1 住宅事情:1	train=2
何やかや	2	1	何やかや	何やかや:1 何|や|かや:1	train=2
何ドル	2	1	何ドル	何ドル:1 何|ドル:1	train=2
何号棟	2	1	何号|棟	何号|棟:1 何号棟:1	train=2
何月何日	2	1	何月|何日	何月|何日:1 何月何日:1	train=2
何段	2	1	何|段	何|段:1 何段:1	train=2
作りごと	2	1	作りごと	作りごと:1 作り|ごと:1	train=2
使いしない	2	1	使いしない	使いしない:1 使い|しない:1	train=2
使いな	2	1	使い|な	使い|な:1 使いな:1	train=2
供給過剰	2	1	供給過剰	供給過剰:1 供給|過剰:1	train=2
保護回路	2	1	保護回路	保護回路:1 保護|回路:1	train=2
倒すんだ	2	1	倒すんだ	倒すんだ:1 倒す|ん|だ:1	train=2
健康でない	2	1	健康でない	健康でない:1 健康で|ない:1	train=2
傷ついてる	2	1	傷ついてる	傷ついてる:1 傷|ついてる:1	train=2
働きすぎだ	2	1	働きすぎだ	働きすぎだ:1 働きすぎ|だ:1	train=2
働き続けられなかった	2	1	働き|続け|られなかった	働き|続け|られなかった:1 働き続けられなかった:1	train=2
僕等	2	1	僕|等	僕|等:1 僕等:1	train=2
元通り	2	1	元|通り	元|通り:1 元通り:1	train=2
入ったみたいだ	2	1	入ったみたいだ	入ったみたいだ:1 入った|みたいだ:1	train=2
入れられない	2	1	入れられない	入れられない:1 入れ|られない:1	train=2
全市民	2	1	全|市民	全|市民:1 全市民:1	train=2
全領土	2	1	全|領土	全|領土:1 全領土:1	train=2
八方美人	2	1	八方|美人	八方|美人:1 八方美人:1	train=2
公共交通機関	2	1	公共|交通|機関	公共|交通|機関:1 公共交通機関:1	train=2
公害問題	2	1	公害|問題	公害|問題:1 公害問題:1	train=2
内政問題	2	1	内政|問題	内政|問題:1 内政問題:1	train=2
内臓抜き	2	1	内臓|抜き	内臓|抜き:1 内臓抜き:1	train=2
再生利用	2	1	再生|利用	再生|利用:1 再生利用:1	train=2
冷凍食品	2	1	冷凍食品	冷凍食品:1 冷凍|食品:1	train=2
凍るよう	2	1	凍るよう	凍るよう:1 凍る|よう:1	train=2
凍死寸前	2	1	凍死|寸前	凍死|寸前:1 凍死寸前:1	train=2
凡退	2	1	凡|退	凡|退:1 凡退:1	train=2
出し過ぎて	2	1	出し過ぎて	出し過ぎて:1 出し|過ぎて:1	train=2
切りやがった	2	1	切り|やがった	切り|やがった:1 切りやがった:1	train=2
切り詰めた	2	1	切り詰めた	切り詰めた:1 切り|詰めた:1	train=1,val=1
劇場内	2	1	劇場|内	劇場|内:1 劇場内:1	train=2
助け合わねばならない	2	1	助け合わねば|ならない	助け合わねば|ならない:1 助け合わねばならない:1	train=2
労働者階級	2	1	労働者階級	労働者階級:1 労働者|階級:1	train=2
勢力範囲	2	1	勢力|範囲	勢力|範囲:1 勢力範囲:1	train=2
危篤だ	2	1	危篤だ	危篤だ:1 危篤|だ:1	train=2
収入内	2	1	収入内	収入内:1 収入|内:1	train=2
取り出しました	2	1	取り出しました	取り出しました:1 取り|出しました:1	train=2
取り計らいます	2	1	取り|計らいます	取り|計らいます:1 取り計らいます:1	train=2
取引関係	2	1	取引関係	取引関係:1 取引|関係:1	train=2
受け付け係	2	1	受け付け|係	受け付け|係:1 受け付け係:1	train=2
受け入れ	2	1	受け入れ	受け入れ:1 受け|入れ:1	train=2
受け持って	2	1	受け|持って	受け|持って:1 受け持って:1	train=2
古今無双	2	1	古今|無双	古今|無双:1 古今無双:1	train=2
古時計	2	1	古時計	古時計:1 古|時計:1	train=2
可愛いの	2	1	可愛い|の	可愛い|の:1 可愛いの:1	train=2
合弁会社	2	1	合弁会社	合弁会社:1 合弁|会社:1	train=2
吸収合併	2	1	吸収合併	吸収合併:1 吸収|合併:1	train=2
和平交渉	2	1	和平|交渉	和平|交渉:1 和平交渉:1	train=2
品行方正	2	1	品行方正	品行方正:1 品行|方正:1	train=2
商売経験	2	1	商売経験	商売経験:1 商売|経験:1	train=2
喋りすぎだ	2	1	喋りすぎ|だ	喋りすぎ|だ:1 喋りすぎだ:1	train=2
四つ足	2	1	四つ足	四つ足:1 四つ|足:1	train=2
国家財政	2	1	国家財政	国家財政:1 国家|財政:1	train=2
国立公園	2	1	国立|公園	国立|公園:1 国立公園:1	train=2
国際情勢	2	1	国際|情勢	国際|情勢:1 国際情勢:1	train=2
圭ちゃん	2	1	圭ちゃん	圭ちゃん:1 圭|ちゃん:1	train=2
地方自治体	2	1	地方自治体	地方自治体:1 地方|自治体:1	train=2
埃まみれ	2	1	埃|まみれ	埃|まみれ:1 埃まみれ:1	train=2
壊しやがって	2	1	壊し|やがって	壊し|やがって:1 壊しやがって:1	train=2
士官候補生	2	1	士官|候補生	士官|候補生:1 士官候補生:1	train=1,val=1
壮観だった	2	1	壮観だった	壮観だった:1 壮観|だった:1	train=2
売りたがって	2	1	売りたがって	売りたがって:1 売り|たがって:1	train=2
夕暮れ時	2	1	夕暮れ時	夕暮れ時:1 夕暮れ|時:1	train=2
外したら	2	1	外したら	外したら:1 外|したら:1	train=2
外国なまり	2	1	外国|なまり	外国|なまり:1 外国なまり:1	train=2
外国人留学生	2	1	外国人|留学生	外国人|留学生:1 外国人留学生:1	train=2
大ニュース	2	1	大|ニュース	大|ニュース:1 大ニュース:1	train=2
大バカ	2	1	大バカ	大バカ:1 大|バカ:1	train=2
大ババ	2	1	大ババ	大ババ:1 大|ババ:1	train=2
大損失	2	1	大損失	大損失:1 大|損失:1	train=2
大統領夫人	2	1	大統領夫人	大統領夫人:1 大統領|夫人:1	train=2
天皇陛下	2	1	天皇|陛下	天皇|陛下:1 天皇陛下:1	train=2
太陽エネルギー	2	1	太陽エネルギー	太陽エネルギー:1 太陽|エネルギー:1	train=2
夫婦喧嘩	2	1	夫婦|喧嘩	夫婦|喧嘩:1 夫婦喧嘩:1	train=2
失業者数	2	1	失業者|数	失業者|数:1 失業者数:1	train=2
女らしい	2	1	女|らしい	女|らしい:1 女らしい:1	train=2
女刑事	2	1	女刑事	女刑事:1 女|刑事:1	train=2
好き同士	2	1	好き同士	好き同士:1 好き|同士:1	train=2
妨げている	2	1	妨げて|いる	妨げて|いる:1 妨げている:1	train=2
始めよければ	2	1	始めよければ	始めよければ:1 始め|よければ:1	train=2
学校給食	2	1	学校給食	学校給食:1 学校|給食:1	train=2
宗教上	2	1	宗教上	宗教上:1 宗教|上:1	train=2
客Ａ	2	1	客|Ａ	客|Ａ:1 客Ａ:1	train=2
宣伝活動	2	1	宣伝|活動	宣伝|活動:1 宣伝活動:1	train=2
寝込んでた	2	1	寝込んでた	寝込んでた:1 寝込んで|た:1	train=2
寿退職	2	1	寿退職	寿退職:1 寿|退職:1	train=2
専業主夫	2	1	専業|主夫	専業|主夫:1 専業主夫:1	train=2
専門学校	2	1	専門学校	専門学校:1 専門|学校:1	train=2
専門知識	2	1	専門知識	専門知識:1 専門|知識:1	train=2
尽くさねばならない	2	1	尽くさねば|ならない	尽くさねば|ならない:1 尽くさねばならない:1	train=2
州政府	2	1	州政府	州政府:1 州|政府:1	train=2
巡査部長	2	1	巡査部長	巡査部長:1 巡査|部長:1	train=2
工業都市	2	1	工業都市	工業都市:1 工業|都市:1	train=2
差し伸べて	2	1	差し|伸べて	差し|伸べて:1 差し伸べて:1	train=2
市場価格	2	1	市場|価格	市場|価格:1 市場価格:1	train=2
市長選	2	1	市長|選	市長|選:1 市長選:1	test=1,train=1
年下だ	2	1	年下|だ	年下|だ:1 年下だ:1	train=2
幸福でない	2	1	幸福でない	幸福でない:1 幸福で|ない:1	train=2
幸運で	2	1	幸運で	幸運で:1 幸運|で:1	train=2
広告代理店	2	1	広告代理店	広告代理店:1 広告|代理店:1	train=2
建造中	2	1	建造中	建造中:1 建造|中:1	train=2
張本人	2	1	張本|人	張本|人:1 張本人:1	train=2
弾き始めた	2	1	弾き始めた	弾き始めた:1 弾き|始めた:1	train=2
当たり前じゃ	2	1	当たり前|じゃ	当たり前|じゃ:1 当たり前じゃ:1	train=2
形作った	2	1	形作った	形作った:1 形|作った:1	train=2
役立つでしょう	2	1	役立つでしょう	役立つでしょう:1 役|立つでしょう:1	train=2
待たせ	2	1	待たせ	待たせ:1 待た|せ:1	train=2
待たせしました	2	1	待たせしました	待たせしました:1 待た|せしました:1	train=2
待たんね	2	1	待たん|ね	待たん|ね:1 待たんね:1	train=1,val=1
従妹同士	2	1	従妹|同士	従妹|同士:1 従妹同士:1	train=2
御満足	2	1	御満足	御満足:1 御|満足:1	train=2
心地良い	2	1	心地良い	心地良い:1 心地|良い:1	train=2
忘れがたい	2	1	忘れ|が|たい	忘れ|が|たい:1 忘れがたい:1	train=2
忘れ去られる	2	1	忘れ|去られる	忘れ|去られる:1 忘れ去られる:1	train=2
怒鳴りつけて	2	1	怒鳴りつけて	怒鳴りつけて:1 怒鳴り|つけて:1	train=2
思い込んでる	2	1	思い込んでる	思い込んでる:1 思い込んで|る:1	train=2
思ってると	2	1	思ってる|と	思ってる|と:1 思ってると:1	train=2
急いては	2	1	急いて|は	急いて|は:1 急いては:1	train=2
急ぎで	2	1	急ぎで	急ぎで:1 急ぎ|で:1	train=2
恋した	2	1	恋|した	恋|した:1 恋した:1	train=2
恋する	2	1	恋する	恋する:1 恋|する:1	train=2
恐れおののいた	2	1	恐れ|おののいた	恐れ|おののいた:1 恐れおののいた:1	train=2
悪くなってる	2	1	悪くなってる	悪くなってる:1 悪く|なってる:1	train=2
感じてる	2	1	感じてる	感じてる:1 感じて|る:1	train=2
慈善施設	2	1	慈善|施設	慈善|施設:1 慈善施設:1	train=2
慎重でなければ	2	1	慎重で|なければ	慎重で|なければ:1 慎重でなければ:1	train=2
戦いつづけた	2	1	戦い|つづけた	戦い|つづけた:1 戦いつづけた:1	train=2
手遅れです	2	1	手遅れ|です	手遅れ|です:1 手遅れです:1	train=2
打ちのめされた	2	1	打ちのめされた	打ちのめされた:1 打ち|のめされた:1	train=2
払い過ぎだ	2	1	払い過ぎ|だ	払い過ぎ|だ:1 払い過ぎだ:1	train=2
押しのけて	2	1	押しのけて	押しのけて:1 押し|のけて:1	train=2
持ちです	2	1	持ちです	持ちです:1 持ち|です:1	train=2
持ってく	2	1	持ってく	持ってく:1 持って|く:1	train=2
探してん	2	1	探して|ん	探して|ん:1 探してん:1	train=2
探しまわった	2	1	探しまわった	探しまわった:1 探し|まわった:1	train=2
探し求めて	2	1	探し|求めて	探し|求めて:1 探し求めて:1	train=2
損だ	2	1	損|だ	損|だ:1 損だ:1	train=2
撮影開始	2	1	撮影開始	撮影開始:1 撮影|開始:1	train=2
支払い済み	2	1	支払い|済み	支払い|済み:1 支払い済み:1	train=2
支持政党	2	1	支持|政党	支持|政党:1 支持政党:1	train=2
